strain	public-identifier	date	region	country	division	location	gisaid-accession
20SCPH45162	USA/CA-CZB-3620/2020	2020-07-28	North America	USA	California	Santa Clara County	EPI_ISL_548337
OCPHL1818	USA/CA-CZB-17219/2020	2020-12-21	North America	USA	California	Orange County	EPI_ISL_885067
20SCPH41473	USA/CA-CZB-3698/2020	2020-07-17	North America	USA	California	Santa Clara County	EPI_ISL_548478
20SCPH41477	USA/CA-CZB-3699/2020	2020-07-17	North America	USA	California	Santa Clara County	EPI_ISL_548423
20SCPH41483	USA/CA-CZB-3700/2020	2020-07-17	North America	USA	California	Santa Clara County	EPI_ISL_548422
20SCPH42103	USA/CA-CZB-3701/2020	2020-07-22	North America	USA	California	Santa Clara County	EPI_ISL_548433
20SCPH41443	USA/CA-CZB-3702/2020	2020-07-17	North America	USA	California	Santa Clara County	EPI_ISL_548385
20SCPH42841	USA/CA-CZB-3703/2020	2020-07-16	North America	USA	California	Santa Clara County	EPI_ISL_548482
OCPHL2131	USA/CA-CZB-18524/2021	2021-01-06	North America	USA	California	Orange County	EPI_ISL_955494
SCOV20228	USA/CA-CZB-1393/2020	2020-04-18	North America	USA	California	Alameda County	EPI_ISL_468377
SCOV20329	USA/CA-CZB-1396/2020	2020-04-19	North America	USA	California	Alameda County	EPI_ISL_468378
20VI02393	USA/CA-CZB-1720/2020	2020-04-03	North America	USA	California	Contra Costa County	EPI_ISL_468646
20VI02394	USA/CA-CZB-1721/2020	2020-04-03	North America	USA	California	Contra Costa County	EPI_ISL_468647
20VI02395	USA/CA-CZB-1722/2020	2020-04-03	North America	USA	California	Contra Costa County	EPI_ISL_468648
SBC2323	USA/CA-CZB-185/2020	2020-05-08	North America	USA	California	San Bernardino County	EPI_ISL_583181
20SCPH43534	USA/CA-CZB-3705/2020	2020-07-23	North America	USA	California	Santa Clara County	EPI_ISL_548407
20VI02166	USA/CA-CZB-1683/2020	2020-03-31	North America	USA	California	Contra Costa County	EPI_ISL_468621
20VI02216	USA/CA-CZB-1684/2020	2020-04-01	North America	USA	California	Contra Costa County	EPI_ISL_468622
2000041253	USA/CA-CZB-29285/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701056
2006824	USA/CA-CZB-1602/2020	2020-04-01	North America	USA	California	San Joaquin County	EPI_ISL_468531
2006841	USA/CA-CZB-1603/2020	2020-04-03	North America	USA	California	San Joaquin County	EPI_ISL_468532
2006845	USA/CA-CZB-1604/2020	2020-04-03	North America	USA	California	San Joaquin County	EPI_ISL_468533
2006865	USA/CA-CZB-1605/2020	2020-04-04	North America	USA	California	San Joaquin County	EPI_ISL_468534
2007026	USA/CA-CZB-1607/2020	2020-04-06	North America	USA	California	San Joaquin County	EPI_ISL_468536
2007034	USA/CA-CZB-1608/2020	2020-04-06	North America	USA	California	San Joaquin County	EPI_ISL_468537.2
2007090	USA/CA-CZB-1609/2020	2020-04-07	North America	USA	California	San Joaquin County	EPI_ISL_468538
2007163	USA/CA-CZB-1610/2020	2020-04-08	North America	USA	California	San Joaquin County	EPI_ISL_468539.2
MCHHS-236	USA/CA-CZB-5173/2020	2020-08-12	North America	USA	California	Marin County	EPI_ISL_2659537
COVID17-1102	USA/CA-CZB-2539/2020	2020-05-19	North America	USA	California	Marin County	EPI_ISL_513907
MCHHS-582	USA/CA-CZB-160/2020	2020-08-26	North America	USA	California	Marin County	EPI_ISL_583208
2007496	USA/CA-CZB-1614/2020	2020-04-14	North America	USA	California	San Joaquin County	EPI_ISL_468543
2000041282	USA/CA-CZB-29314/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701085
20-136-1470	USA/CA-CZB-1516/2020	2020-05-15	North America	USA	California	Ventura County	EPI_ISL_468462
SF-BH.WGS004	USA/CA-CZB-2450/2020	2020-05-22	North America	USA	California	San Francisco County	EPI_ISL_513858
21WG00342	USA/CA-CZB-29412/2021	2021-01-06	North America	USA	California	Contra Costa County	EPI_ISL_2725523
2006777	USA/CA-CZB-1601/2020	2020-04-02	North America	USA	California	San Joaquin County	EPI_ISL_468530
2007636	USA/CA-CZB-1616/2020	2020-04-16	North America	USA	California	San Joaquin County	EPI_ISL_468545
2007683	USA/CA-CZB-1617/2020	2020-04-17	North America	USA	California	San Joaquin County	EPI_ISL_468546.2
2007743	USA/CA-CZB-1619/2020	2020-04-20	North America	USA	California	San Joaquin County	EPI_ISL_468548
2009338	USA/CA-CZB-1625/2020	2020-05-07	North America	USA	California	San Joaquin County	EPI_ISL_468554
2009348	USA/CA-CZB-1626/2020	2020-05-08	North America	USA	California	San Joaquin County	EPI_ISL_468555
20VI02270	USA/CA-CZB-1696/2020	2020-04-02	North America	USA	California	Contra Costa County	EPI_ISL_468631
COVID17-8976	USA/CA-CZB-5841/2020	2020-07-22	North America	USA	California	Marin County	EPI_ISL_672387
MCHHS-858	USA/CA-CZB-163/2020	2020-09-01	North America	USA	California	Marin County	EPI_ISL_583206
7	USA/CA-CZB-10526/2020	2020-09-07	North America	USA	California	San Francisco County	EPI_ISL_583190
15	USA/CA-CZB-10534/2020	2020-09-07	North America	USA	California	San Francisco County	EPI_ISL_583191
23	USA/CA-CZB-10542/2020	2020-09-07	North America	USA	California	San Francisco County	EPI_ISL_583192
39	USA/CA-CZB-10558/2020	2020-09-07	North America	USA	California	San Francisco County	EPI_ISL_583193
47	USA/CA-CZB-10566/2020	2020-09-07	North America	USA	California	San Francisco County	EPI_ISL_583194
2008028	USA/CA-CZB-2062/2020	2020-04-22	North America	USA	California	San Joaquin County	EPI_ISL_486305
2008781	USA/CA-CZB-2087/2020	2020-05-04	North America	USA	California	San Joaquin County	EPI_ISL_486330
2008031	USA/CA-CZB-2063/2020	2020-04-22	North America	USA	California	San Joaquin County	EPI_ISL_486306
2008119	USA/CA-CZB-2064/2020	2020-04-24	North America	USA	California	San Joaquin County	EPI_ISL_486307
2008122	USA/CA-CZB-2065/2020	2020-04-25	North America	USA	California	San Joaquin County	EPI_ISL_486308
2008227	USA/CA-CZB-2066/2020	2020-04-25	North America	USA	California	San Joaquin County	EPI_ISL_486309
2008348	USA/CA-CZB-2067/2020	2020-04-27	North America	USA	California	San Joaquin County	EPI_ISL_486310
2008354	USA/CA-CZB-2068/2020	2020-04-27	North America	USA	California	San Joaquin County	EPI_ISL_486311
20VI24020	USA/CA-CZB-3940/2020	2020-07-31	North America	USA	California	Contra Costa County	EPI_ISL_548573
20VI23926	USA/CA-CZB-3941/2020	2020-07-31	North America	USA	California	Contra Costa County	EPI_ISL_548556
20VI23726	USA/CA-CZB-3942/2020	2020-07-31	North America	USA	California	Contra Costa County	EPI_ISL_548507
20VI23734	USA/CA-CZB-3943/2020	2020-07-31	North America	USA	California	Contra Costa County	EPI_ISL_548569
2000041306	USA/CA-CZB-29156/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701089
UNKNOWN_CA-CZB-1237	USA/CA-CZB-1237/2020	2020-04-12	North America	USA	California	Santa Clara County	EPI_ISL_454657
UNKNOWN_CA-CZB-1265	USA/CA-CZB-1265/2020	2020-04-13	North America	USA	California	Santa Clara County	EPI_ISL_454685
UNKNOWN_CA-CZB-1268	USA/CA-CZB-1268/2020	2020-04-28	North America	USA	California	Santa Clara County	EPI_ISL_454688
UNKNOWN_CA-CZB-1260	USA/CA-CZB-1260/2020	2020-04-13	North America	USA	California	Santa Clara County	EPI_ISL_454680
bio12	USA/CA-CZB-12958/2020	2020-07-21	North America	USA	California	San Francisco County	EPI_ISL_672376
63	USA/CA-CZB-10582/2020	2020-09-07	North America	USA	California	San Francisco County	EPI_ISL_583195
71	USA/CA-CZB-10590/2020	2020-09-07	North America	USA	California	San Francisco County	EPI_ISL_583196
2008738	USA/CA-CZB-2071/2020	2020-05-04	North America	USA	California	San Joaquin County	EPI_ISL_486314
2005130020	USA/CA-CZB-12372/2020	2020-05-14	North America	USA	California	Tulare County	EPI_ISL_648533.2
2008741	USA/CA-CZB-2073/2020	2020-05-04	North America	USA	California	San Joaquin County	EPI_ISL_486316
UNKNOWN_CA-CZB-1255	USA/CA-CZB-1255/2020	2020-04-13	North America	USA	California	Santa Clara County	EPI_ISL_454675
20VI23405	USA/CA-CZB-3934/2020	2020-07-30	North America	USA	California	Contra Costa County	EPI_ISL_548574
20VI23302	USA/CA-CZB-3936/2020	2020-07-30	North America	USA	California	Contra Costa County	EPI_ISL_548554
21-2001981	USA/CA-CZB-24988/2021	2021-01-19	North America	USA	California	Alameda County	EPI_ISL_1235399
21-4000520	USA/CA-CZB-24733/2021	2021-01-13	North America	USA	California	Alameda County	EPI_ISL_2658737
20-132-1346	USA/CA-CZB-1546/2020	2020-05-11	North America	USA	California	Ventura County	EPI_ISL_468491
20-156-1440	USA/CA-CZB-3779/2020	2020-06-04	North America	USA	California	Ventura County	EPI_ISL_548487
2104453	USA/CA-CZB-25764/2021	2021-01-29	North America	USA	California	San Joaquin County	EPI_ISL_1701236
2000041269	USA/CA-CZB-29301/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701100
P21-02115	USA/CA-CZB-23199/2021	2021-01-14	North America	USA	California	Humboldt County	EPI_ISL_1185518
2000041283	USA/CA-CZB-29315/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701101
2008770	USA/CA-CZB-2082/2020	2020-05-04	North America	USA	California	San Joaquin County	EPI_ISL_486325
2009003	USA/CA-CZB-2088/2020	2020-05-06	North America	USA	California	San Joaquin County	EPI_ISL_486331
2000041330	USA/CA-CZB-29180/2021	2021-03-05	North America	USA	California	?	EPI_ISL_1701102
2000041315	USA/CA-CZB-29165/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701105
20-2040241	USA/CA-CZB-24409/2020	2020-12-09	North America	USA	California	Alameda County	EPI_ISL_1184677
20-4000694	USA/CA-CZB-24523/2020	2020-12-31	North America	USA	California	Alameda County	EPI_ISL_1185262
21-4000035	USA/CA-CZB-24547/2021	2021-01-02	North America	USA	California	Alameda County	EPI_ISL_1185057
21-4000040	USA/CA-CZB-24550/2021	2021-01-02	North America	USA	California	Alameda County	EPI_ISL_1185130
21WG00193	USA/CA-CZB-28504/2021	2021-01-22	North America	USA	California	Contra Costa County	EPI_ISL_2758479
21WG00307	USA/CA-CZB-29377/2021	2021-01-05	North America	USA	California	Contra Costa County	EPI_ISL_1664068
OCPHL1038	USA/CA-CZB-11815/2020	2020-10-01	North America	USA	California	Orange County	EPI_ISL_625654
21VI05385	USA/CA-CZB-23337/2021	2021-01-13	North America	USA	California	Contra Costa County	EPI_ISL_1030379
21WG00146	USA/CA-CZB-28342/2021	2021-02-05	North America	USA	California	Contra Costa County	EPI_ISL_1478133
21VI06406	USA/CA-CZB-23368/2021	2021-01-15	North America	USA	California	Contra Costa County	EPI_ISL_1030311
21VI03150	USA/CA-CZB-25322/2021	2021-01-08	North America	USA	California	Contra Costa County	EPI_ISL_1234685
P21-02468	USA/CA-CZB-25676/2021	2021-01-16	North America	USA	California	Humboldt County	EPI_ISL_1234836
2000041313	USA/CA-CZB-29163/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701107
20AC0026050	USA/CA-CZB-13419/2020	2020-09-03	North America	USA	California	Alameda County	EPI_ISL_672466
MCHHS-214	USA/CA-CZB-5159/2020	2020-08-12	North America	USA	California	Marin County	EPI_ISL_583224
21-2000485	USA/CA-CZB-24590/2021	2021-01-06	North America	USA	California	Alameda County	EPI_ISL_1185031
COVID52-2131	USA/CA-CZB-4057/2020	2020-07-16	North America	USA	California	San Luis Obispo County	EPI_ISL_548663
2010020079	USA/CA-CZB-12379/2020	2020-10-02	North America	USA	California	Tulare County	EPI_ISL_648540.2
2010060181	USA/CA-CZB-12380/2020	2020-10-06	North America	USA	California	Tulare County	EPI_ISL_648541
2000041262	USA/CA-CZB-29294/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701108
2010220093	USA/CA-CZB-14712/2020	2020-10-22	North America	USA	California	Tulare County	EPI_ISL_739119
20-2036958	USA/CA-CZB-25150/2020	2020-11-18	North America	USA	California	Alameda County	EPI_ISL_1235263
OCPHL1916	USA/CA-CZB-22791/2020	2020-12-28	North America	USA	California	Orange County	EPI_ISL_1027400
OCPHL2281	USA/CA-CZB-23519/2021	2021-01-25	North America	USA	California	Orange County	EPI_ISL_1027621
20-2041614	USA/CA-CZB-24860/2020	2020-12-21	North America	USA	California	Alameda County	EPI_ISL_1235459
20-2041615	USA/CA-CZB-24861/2020	2020-12-21	North America	USA	California	Alameda County	EPI_ISL_1235448
21-2002002	USA/CA-CZB-25006/2021	2021-01-19	North America	USA	California	Alameda County	EPI_ISL_1235475
21-2001992	USA/CA-CZB-24997/2021	2021-01-19	North America	USA	California	Alameda County	EPI_ISL_1235476
20-2041804	USA/CA-CZB-24871/2020	2020-12-21	North America	USA	California	Alameda County	EPI_ISL_1235477
20-4000274	USA/CA-CZB-24811/2020	2020-12-19	North America	USA	California	Alameda County	EPI_ISL_1235480
21-4000742	USA/CA-CZB-25024/2021	2021-01-19	North America	USA	California	Alameda County	EPI_ISL_1235481
21-4000814	USA/CA-CZB-25054/2021	2021-01-20	North America	USA	California	Alameda County	EPI_ISL_1235489
21-2002012	USA/CA-CZB-25014/2021	2021-01-19	North America	USA	California	Alameda County	EPI_ISL_1235493
21-2001990	USA/CA-CZB-24996/2021	2021-01-19	North America	USA	California	Alameda County	EPI_ISL_1235494
20-119-1170	USA/CA-CZB-1543/2020	2020-04-28	North America	USA	California	Ventura County	EPI_ISL_468488
21VI11809	USA/CA-CZB-26924/2021	2021-02-01	North America	USA	California	Contra Costa County	EPI_ISL_1235096
20-119-0395	USA/CA-CZB-1544/2020	2020-04-28	North America	USA	California	Ventura County	EPI_ISL_468489
20-2036327	USA/CA-CZB-27891/2020	2020-11-14	North America	USA	California	Alameda County	EPI_ISL_2758472
20-2038153	USA/CA-CZB-25261/2020	2020-11-25	North America	USA	California	Alameda County	EPI_ISL_1234790
21VI09723	USA/CA-CZB-26820/2021	2021-01-26	North America	USA	California	Contra Costa County	EPI_ISL_1235139
21VI09453	USA/CA-CZB-26808/2021	2021-01-25	North America	USA	California	Contra Costa County	EPI_ISL_1235153
20-3000537	USA/CA-CZB-23103/2020	2020-12-02	North America	USA	California	Alameda County	EPI_ISL_2659628
20-2037806	USA/CA-CZB-25209/2020	2020-11-23	North America	USA	California	Alameda County	EPI_ISL_1234785
2000041251	USA/CA-CZB-29283/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701109
21-4000534	USA/CA-CZB-24735/2021	2021-01-13	North America	USA	California	Alameda County	EPI_ISL_2659267
21-4000671	USA/CA-CZB-24772/2021	2021-01-15	North America	USA	California	Alameda County	EPI_ISL_2659544
20-132-1364	USA/CA-CZB-1547/2020	2020-05-11	North America	USA	California	Ventura County	EPI_ISL_468492
21VI12217	USA/CA-CZB-26939/2021	2021-02-01	North America	USA	California	Contra Costa County	EPI_ISL_1235196
2000041382	USA/CA-CZB-29232/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701110
20-132-1304	USA/CA-CZB-1549/2020	2020-05-11	North America	USA	California	Ventura County	EPI_ISL_468493
20-2038147	USA/CA-CZB-25259/2020	2020-11-25	North America	USA	California	Alameda County	EPI_ISL_2658599
20AC0006903	USA/CA-CZB-13030/2020	2020-05-11	North America	USA	California	Alameda County	EPI_ISL_672313
21WG00562	USA/CA-CZB-31167/2021	2021-01-31	North America	USA	California	Contra Costa County	EPI_ISL_2103136
20-156-1439	USA/CA-CZB-3778/2020	2020-06-04	North America	USA	California	Ventura County	EPI_ISL_548406
20-0033401	USA/CA-CZB-26119/2020	2020-10-31	North America	USA	California	Alameda County	EPI_ISL_2658631
20-156-1445	USA/CA-CZB-3781/2020	2020-06-04	North America	USA	California	Ventura County	EPI_ISL_548471
21VI05801	USA/CA-CZB-23354/2021	2021-01-14	North America	USA	California	Contra Costa County	EPI_ISL_1030349
MCHHS-2086	USA/CA-CZB-14593/2020	2020-10-15	North America	USA	California	Marin County	EPI_ISL_739004
21VI02403	USA/CA-CZB-25274/2021	2021-01-07	North America	USA	California	Contra Costa County	EPI_ISL_1234610
20-156-1457	USA/CA-CZB-3783/2020	2020-06-04	North America	USA	California	Ventura County	EPI_ISL_548410
20-156-1467	USA/CA-CZB-3787/2020	2020-06-04	North America	USA	California	Ventura County	EPI_ISL_548481
20-157-1602	USA/CA-CZB-3792/2020	2020-06-05	North America	USA	California	Ventura County	EPI_ISL_548489
20-160-1387	USA/CA-CZB-3793/2020	2020-06-08	North America	USA	California	Ventura County	EPI_ISL_548483
20W05164058	USA/CA-CZB-7028/2020	2020-09-02	North America	USA	California	Marin County	EPI_ISL_583198
2104516	USA/CA-CZB-25765/2021	2021-01-29	North America	USA	California	San Joaquin County	EPI_ISL_1701262
2103757	USA/CA-CZB-25756/2021	2021-01-26	North America	USA	California	San Joaquin County	EPI_ISL_1701280
2104450	USA/CA-CZB-25763/2021	2021-01-29	North America	USA	California	San Joaquin County	EPI_ISL_1701281
20-159-0267	USA/CA-CZB-3794/2020	2020-06-07	North America	USA	California	Ventura County	EPI_ISL_548376
20-164-1689	USA/CA-CZB-3800/2020	2020-06-12	North America	USA	California	Ventura County	EPI_ISL_548409
20-166-0368	USA/CA-CZB-3801/2020	2020-06-14	North America	USA	California	Ventura County	EPI_ISL_548430
20-079-0414	USA/CA-CZB-1556/2020	2020-03-20	North America	USA	California	Ventura County	EPI_ISL_1924592
20-2036637	USA/CA-CZB-25109/2020	2020-11-17	North America	USA	California	Alameda County	EPI_ISL_2658713
2000041310	USA/CA-CZB-29160/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701111
COVID33-5	USA/CA-CZB-14954/2020	2020-06-06	North America	USA	California	Monterey County	EPI_ISL_739101
COVID33-2	USA/CA-CZB-14952/2020	2020-06-06	North America	USA	California	Monterey County	EPI_ISL_739364
COVID33-3	USA/CA-CZB-14953/2020	2020-06-06	North America	USA	California	Monterey County	EPI_ISL_739329
2104551	USA/CA-CZB-25767/2021	2021-01-29	North America	USA	California	San Joaquin County	EPI_ISL_1701290
2000041341	USA/CA-CZB-29191/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701112
20AC0004900	USA/CA-CZB-13073/2020	2020-05-03	North America	USA	California	Alameda County	EPI_ISL_672341
2000041260	USA/CA-CZB-29292/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701113
20AC0006803	USA/CA-CZB-13087/2020	2020-05-08	North America	USA	California	Alameda County	EPI_ISL_672345
OCPHL160	USA/CA-CZB-1922/2020	2020-04-23	North America	USA	California	Orange County	EPI_ISL_486214
OCPHL161	USA/CA-CZB-1923/2020	2020-04-23	North America	USA	California	Orange County	EPI_ISL_486215
OCPHL270	USA/CA-CZB-2339/2020	2020-05-12	North America	USA	California	Orange County	EPI_ISL_513789
COVID17-1071	USA/CA-CZB-2538/2020	2020-05-19	North America	USA	California	Marin County	EPI_ISL_513906
2000041307	USA/CA-CZB-29157/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701114
2000041294	USA/CA-CZB-29326/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701116
OCPHL1802	USA/CA-CZB-17203/2020	2020-12-21	North America	USA	California	Orange County	EPI_ISL_885052
OCPHL1803	USA/CA-CZB-17204/2020	2020-12-21	North America	USA	California	Orange County	EPI_ISL_885053
OCPHL1804	USA/CA-CZB-17205/2020	2020-12-21	North America	USA	California	Orange County	EPI_ISL_885054
OCPHL1805	USA/CA-CZB-17206/2020	2020-12-21	North America	USA	California	Orange County	EPI_ISL_885055
OCPHL1806	USA/CA-CZB-17207/2020	2020-12-21	North America	USA	California	Orange County	EPI_ISL_885056
